PackageId,Title
Azure.Core
AWSSDK - Core Runtime
Moq: an enjoyable mocking library
Swashbuckle.AspNetCore.Swagger
Swashbuckle.AspNetCore.SwaggerGen
Swashbuckle.AspNetCore.SwaggerUI
Polly
Azure.Storage.Blobs
Serilog.Sinks.File
Swashbuckle.AspNetCore
Microsoft.OpenApi
Serilog.Sinks.Console
Serilog.Extensions.Logging
StackExchange.Redis
Serilog.Formatting.Compact
Azure.Security.KeyVault.Secrets
Google.Protobuf
coverlet.collector
Dapper
Pipelines.Sockets.Unofficial
Humanizer Locale (en)
Azure.Identity
IdentityModel
Npgsql
Serilog.AspNetCore
Azure.Storage.Queues
Serilog.Extensions.Hosting
Microsoft.Identity.Client.Extensions.Msal
Serilog.Sinks.Debug
Microsoft Azure Amqp
Microsoft.Bcl.HashCode
Azure.Messaging.ServiceBus
Azure.Security.KeyVault.Certificates
Serilog.Sinks.PeriodicBatching
Grpc.Core.Api
AWSSDK - S3
CsvHelper
Azure.Storage.Common
Azure.Security.KeyVault.Keys
Elasticsearch.Net
System.Interactive.Async
Google APIs Core Client Library
Google APIs Client Library
Google APIs Client Library
Microsoft Azure Cosmos DB Client library
Microsoft.IdentityModel.Abstractions
ODataLib
Microsoft.NET.Sdk.iOS.Manifest-6.0.400
Microsoft.NET.Sdk.MacCatalyst.Manifest-6.0.400
Microsoft.NET.Sdk.macOS.Manifest-6.0.400
Microsoft.NET.Sdk.Android.Manifest-6.0.400
Microsoft.NET.Sdk.Maui.Manifest-6.0.400
Microsoft.NET.Sdk.tvOS.Manifest-6.0.400
System.Reactive
SharpZipLib
Polly.Extensions.Http
Microsoft.NET.Workload.Emscripten.Manifest
Microsoft.AspNetCore.Mvc.Versioning
YamlDotNet
SharpCompress
ANTLRv3
Npgsql.EntityFrameworkCore.PostgreSQL
DocumentFormat.OpenXml
AutoFixture
StyleCop.Analyzers
TimeZoneConverter
coverlet.msbuild
Grpc.Net.Common
Swashbuckle.AspNetCore.Annotations
Fare - Finite Automata and Regular Expressions
Grpc.Core
prometheus-net
Grpc.Net.Client
Microsoft.Owin.Security.OAuth
EdmLib
MessagePack for C#
WebActivatorEx
Command Line Parser Library
Scrutor
NLog.Extensions.Logging
ODataLib
NSubstitute
NEST - Elasticsearch .NET high level client
Nito.Disposables
AWSSDK - SQS
protobuf-net
Microsoft.NET.Sdk.Functions
SSH.NET
Microsoft.AspNetCore.Mvc.Versioning.ApiExplorer
Google API Extensions
Nito.AsyncEx.Tasks
System.Data.DataSetExtensions
Azure.Messaging.EventHubs
AngleSharp
Namotion.Reflection
System.Linq.Async
AWSSDK - Extensions for NETCore Setup
NCrontab.Signed
Microsoft.IO.RecyclableMemoryStream
Unity
AWSSDK - DynamoDBv2
Microsoft.NET.Workload.Emscripten.Manifest
librdkafka - redistributable
Confluent.Kafka
Nito.AsyncEx.Coordination
System.Net.WebSockets.WebSocketProtocol
Grpc.Tools
CommonServiceLocator
Nito.Collections.Deque
Nito.AsyncEx.Context
NLog.Web.AspNetCore
AWSSDK - SecurityToken
SixLabors.ImageSharp
Swashbuckle.AspNetCore.Newtonsoft
StackExchange.Redis.StrongName
Common.Logging
Serilog.Exceptions
MessagePack annotations for C#
Azure.Core.Amqp
AWSSDK - SimpleNotificationService
System.Reactive.Linq
Azure.Search.Documents
Microsoft.CodeQuality.Analyzers
Microsoft ASP.NET Identity Owin
Microsoft.NET.Sdk.iOS.Manifest-7.0.100
Microsoft.NET.Workload.Emscripten.net6.Manifest
Microsoft.NET.Workload.Emscripten.net7.Manifest
Serilog.Sinks.Elasticsearch
Microsoft.NET.Sdk.macOS.Manifest-7.0.100
Microsoft.NET.Sdk.MacCatalyst.Manifest-7.0.100
Microsoft.NetCore.Analyzers
Microsoft.NET.Sdk.tvOS.Manifest-7.0.100
Microsoft.NET.Sdk.Maui.Manifest-7.0.100
Microsoft.NET.Sdk.Android.Manifest-7.0.100
SshNet.Security.Cryptography
Microsoft.NET.Sdk.Android.Manifest-6.0.300
Microsoft.NET.Sdk.Maui.Manifest-6.0.300
Microsoft.NET.Sdk.macOS.Manifest-6.0.300
Microsoft.CodeAnalysis.FxCopAnalyzers
AWSSDK - SimpleSystemsManagement
Microsoft.NET.Sdk.MacCatalyst.Manifest-6.0.300
Microsoft.NET.Sdk.iOS.Manifest-6.0.300
Microsoft.NET.Sdk.tvOS.Manifest-6.0.300
Microsoft.NetFramework.Analyzers
Refit
Common.Logging.Core
IdentityModel.AspNetCore.OAuth2Introspection
Serilog.Sinks.ApplicationInsights
Serilog.Sinks.Elasticsearch
BouncyCastle.NetCore
Microsoft.IdentityModel.Xml
Swashbuckle.Core - Swagger for WebApi
Microsoft.IdentityModel.Tokens.Saml
Azure.Data.Tables
Microsoft.CodeAnalysis.VisualBasic.Workspaces
Google API Common Protos
MoreLINQ
Bogus
prometheus-net.AspNetCore
IdentityServer4.AccessTokenValidation
Azure.Storage.Files.Shares
AWSSDK - SecretsManager
System.IO.Abstractions
Grpc.Net.ClientFactory
System.Reactive.Core
Serilog.Sinks.Seq
Microsoft.TestPlatform
Google API Common Protos
Microsoft.CodeAnalysis.VersionCheckAnalyzer
Respond JS
Stark Bank ECDSA
IdentityServer4
Twilio
Pomelo.EntityFrameworkCore.MySql
FSharp.Core
Selenium.WebDriver.ChromeDriver (Win32, macOS, macOS arm64, and Linux64)
Microsoft.CodeAnalysis.Scripting.Common
Microsoft TraceEvent Library
Microsoft.NET.Sdk.MacCatalyst.Manifest-6.0.200
Microsoft.NET.Sdk.iOS.Manifest-6.0.200
Microsoft.NET.Sdk.Android.Manifest-6.0.200
Microsoft.NET.Sdk.macOS.Manifest-6.0.200
Microsoft.NET.Sdk.Maui.Manifest-6.0.200
Microsoft.NET.Sdk.tvOS.Manifest-6.0.200
Microsoft.NET.Workload.Emscripten.Manifest
Microsoft.CodeAnalysis.CSharp.Scripting
AspNetCore.HealthChecks.UI.Client
ClosedXML
NSwag.AspNetCore
Fody
Native code only (e_sqlite3, linux) for SQLitePCLRaw
SQLitePCLRaw.lib.e_sqlite3.v110_xp
Native code only (e_sqlite3, osx) for SQLitePCLRaw
.NET's fastest JSON Serializer by ServiceStack
Microsoft ASP.NET Identity EntityFramework
Microsoft.NET.Workload.Emscripten.Manifest
Grpc.AspNetCore.Server
DotNetZip
Microsoft.Build.Tasks.Git
Microsoft.SourceLink.Common
System.Reactive.Interfaces
Swashbuckle - Swagger for WebApi
Grpc.Auth
Google gRPC API Extensions
IdentityServer4.Storage
Microsoft.IdentityModel.Protocols.WsFederation
K4os.Compression.LZ4
Microsoft.NET.Sdk.Android.Manifest-6.0.100
Microsoft.NET.Sdk.iOS.Manifest-6.0.100
Microsoft.NET.Sdk.Maui.Manifest-6.0.100
Microsoft.NET.Sdk.MacCatalyst.Manifest-6.0.100
Microsoft.NET.Sdk.macOS.Manifest-6.0.100
Microsoft.NET.Sdk.tvOS.Manifest-6.0.100
ExcelNumberFormat
Microsoft Identity Web
ExcelDataReader
SQLitePCLRaw.provider.e_sqlite3.netstandard11
Microsoft.Rest.ClientRuntime.Azure.Authentication
Swashbuckle.AspNetCore.Filters
Grpc
Microsoft.dotnet-interactive
NPOI
AspNetCore.HealthChecks.UI.Core
JsonSubTypes
Microsoft.Extensions.Azure
AWSSDK - Lambda
JWT
AutoFixture with Auto Mocking using Moq
Microsoft.Extensions.Configuration.AzureAppConfiguration
AWSSDK - CloudWatchLogs
Polly.Contrib.WaitAndRetry
Unity.Abstractions
OpenTracing
FakeItEasy - Mocking made faking easy!
Azure.Messaging.EventGrid
NUglify
Microsoft.Owin.Cors
Azure.Data.AppConfiguration
Gherkin
ncrontab
KubernetesClient
Microsoft.NETFramework.ReferenceAssemblies
Async and Task Helpers
Handlebars.Net
Input and runtime validation
GitVersion.Tool
Microsoft.SourceLink.GitHub
AspNetCore.HealthChecks.SqlServer
Azure.ResourceManager.Storage
Grpc.AspNetCore.Server.ClientFactory
BoDi - Simple IoC Container
StyleCop.Analyzers.Unstable
Microsoft.DiaSymReader
xUnit.net [Runner: .NET CLI SDK]
Microsoft.Azure.WebJobs.Extensions.Storage
dotnet-reportgenerator-globaltool
Utf8Json
Iesi.Collections
libphonenumber-csharp
Microsoft.VisualStudio.Threading.Analyzers
Microsoft.FeatureManagement
Microsoft.Azure.Management.ResourceManager.Fluent
Mono.Cecil
Grpc.AspNetCore
StructureMap
Azure.ResourceManager.KeyVault
Microsoft.Azure.WebJobs.Extensions.ServiceBus
Google.Apis.Storage.v1 Client Library
Ben.Demystifier
Microsoft.CodeAnalysis
HtmlSanitizer
Microsoft.Owin.Security.OpenIdConnect
Unity.Container
AngleSharp.Css
Azure.ResourceManager.ServiceBus
Google.Cloud.Storage.V1
NSwag.MSBuild
Azure.Extensions.AspNetCore.Configuration.Secrets
K4os.Compression.LZ4.Streams
ReportGenerator
TencentCloudSDK.Common
RazorEngine
AutoFixture with xUnit.net v2 data theories
FastMember
K4os.Hash.xxHash
Dapper.Contrib
Azure.ResourceManager.Sql
Azure.ResourceManager.Network
Humanizer
Fraction data type
AWSSDK - SimpleEmail
Microsoft.CodeAnalysis.Workspaces.MSBuild
Humanizer Locale (uk)
Microsoft.NET.Sdk.MacCatalyst.Manifest-7.0.100.Msi.x64
Microsoft.NET.Sdk.iOS.Manifest-7.0.100.Msi.x64
Microsoft.NET.Sdk.macOS.Manifest-7.0.100.Msi.x64
Microsoft.NET.Workload.Emscripten.net6.Manifest-7.0.100.Msi.x64
Microsoft.NET.Sdk.Android.Manifest-7.0.100.Msi.x64
Microsoft.NET.Sdk.tvOS.Manifest-7.0.100.Msi.x64
Microsoft.NET.Workload.Emscripten.net7.Manifest-7.0.100.Msi.x64
Microsoft.NET.Sdk.Maui.Manifest-7.0.100.Msi.x64
Stripe.net
Azure.ResourceManager.AppService
Azure.ResourceManager.Monitor
Microsoft Identity Web Token Cache
Microsoft Identity Web Certificate
Compare .NET Objects
Common libraries for ServiceStack projects
Nito.AsyncEx.Interop.WaitHandles
Humanizer Locale (ru)
Nito.Cancellation
Humanizer Locale (fr)
Elastic.Apm
System.Reactive.PlatformServices
Nito.AsyncEx.Oop
Humanizer Locale (de)
Humanizer Locale (zh-CN)
Amazon.Lambda.Serialization.SystemTextJson
AWSSDK - KeyManagementService
Humanizer Locale (pt)
Humanizer Locale (es)
Serilog.Expressions
Humanizer Locale (zh-Hans)
Pomelo.JsonObject
Humanizer Locale (zh-Hant)
Humanizer Locale (nl)
Humanizer Locale (it)
Humanizer Locale (ja)
Humanizer Locale (pl)
Humanizer Locale (tr)
Microsoft.CodeAnalysis.Features
Humanizer Locale (sv)
DiffEngine
Lightweight and implementation-free interfaces for ServiceStack
Humanizer Locale (nb-NO)
Humanizer Locale (id)
Humanizer Locale (hr)
Humanizer Locale (ro)
Humanizer Locale (he)
Humanizer Locale (uz-Cyrl-UZ)
Humanizer Locale (fr-BE)
Humanizer Locale (da)
Humanizer Locale (cs)
Humanizer Locale (fa)
Humanizer Locale (fi-FI)
Humanizer Locale (nb)
Humanizer Locale (hu)
Humanizer Locale (sr)
Humanizer Locale (el)
Humanizer Locale (sr-Latn)
Humanizer Locale (uz-Latn-UZ)
Humanizer Locale (sl)
Humanizer Locale (sk)
Humanizer Locale (vi)
Humanizer Locale (bn-BD)
Refit.HttpClientFactory
Humanizer Locale (ar)
Humanizer Locale (bg)
MessagePackAnalyzer
Humanizer Locale (af)
Microsoft.Azure.Management.Graph.RBAC.Fluent
Amazon.Lambda.APIGatewayEvents
Microsoft.CodeAnalysis.CSharp.Features
SixLabors.Fonts
EmptyFiles
jose-jwt
Humanizer Locale (lv)
Azure.ResourceManager.Compute
EFCore.BulkExtensions
Microsoft.VisualStudio.Validation
Microsoft.Azure.Management.Msi.Fluent
Microsoft.IdentityModel.Validators
ExcelDataReader.DataSet
Microsoft.DotNet.Scaffolding.Shared
EasyNetQ
Microsoft.CodeAnalysis.AnalyzerUtilities
IdentityServer4.AspNetIdentity
Microsoft ASP.NET Core 3.x, 5.x and 6.x for OData v4.0
Superpower
Amazon.Lambda.Serialization.Json
JunitXml.TestLogger
Microsoft.VisualStudio.SlowCheetah
Microsoft.CodeAnalysis.VisualBasic.Features
NTS I/O for MSSQL
Microsoft.Diagnostics.NETCore.Client
BenchmarkDotNet
FluentMigrator
Microsoft.CodeAnalysis.NetAnalyzers
ANTLR 3 Runtime
Humanizer Locale (ms-MY)
Humanizer Locale (mt)
AWSSDK - Kinesis
protobuf-net.Core
System.CommandLine
DbUp Core library
CLR Memory Diagnostics (ClrMD)
Azure.ResourceManager.EventHubs
ImpromptuInterface
QRCoder
AWSSDK - CloudWatch
Cucumber.Messages
Unity.Interception
Octokit
Microsoft.VisualStudio.Threading
MSBuild Locator
Azure.ResourceManager.Dns
DogStatsD-CSharp-Client
Azure.ResourceManager.ContainerRegistry
Google.Cloud.Iam.V1
AspNetCore.HealthChecks.Uris
Azure.ResourceManager.Redis
Azure.ResourceManager.Cdn
Azure.ResourceManager.CosmosDB
Microsoft.TestPlatform.Portable
Splat
dotnet-dump
Grpc.Core bridge Google.Api.Gax.Grpc
Microsoft.ApplicationInsights.Kubernetes
Azure.ResourceManager.TrafficManager
Azure.ResourceManager.Search
AWSSDK - CognitoIdentityProvider
Prism.Core
Azure.ResourceManager.ContainerInstance
Azure.ResourceManager.ContainerService
Dynamitey
Microsoft.Azure.Management.Fluent
Microsoft.Azure.Management.Locks.Fluent
Microsoft.Azure.Management.BatchAI.Fluent
Microsoft.FeatureManagement.AspNetCore
AspNetCore.HealthChecks.Redis
LazyCache
SixLabors.Core
Serilog.Settings.AppSettings
IdentityServer4.EntityFramework
OpenCover - an open source code coverage tool for .NET
Markdig
LinqKit
AspNetCore.HealthChecks.UI
.NET Configuration Extensions for AWS Systems Manager
Humanizer Locale (hy)
LaunchDarkly.EventSource
FluentFTP
ELMAH Core Library
IdentityServer4.EntityFramework.Storage
Dynamic test skipping for Xunit
FluentMigrator.Runner
BenchmarkDotNet.Annotations
MicroElements.Swashbuckle.FluentValidation
RedLock.net
Microsoft.Azure.AppConfiguration.AspNetCore
Humanizer Locale (az)
Swashbuckle.AspNetCore.Filters.Abstractions
FluentMigrator.Abstractions
Remotion.Linq.EagerFetching
Castle.Core.AsyncInterceptor
Serilog.Sinks.MSSqlServer
Rg.Plugins.Popup
Microsoft.Azure.DurableTask.Core
AspNetCore.HealthChecks.Rabbitmq
Microsoft.Extensions.Logging.Log4Net.AspNetCore
GraphQL.Client
AWSSDK - CloudFormation
Perfolizer
AWSSDK - IdentityManagement
Serilog.Sinks.Trace
Amazon.Lambda.SQSEvents
Microsoft.Azure.DurableTask.AzureStorage
AutoMapper.Collection
Google.LongRunning
Serilog.Filters.Expressions
Semantic versioning
Mapster
Azure Functions Durable Task Extension
AWSSDK - EC2
StackExchange.Redis.Extensions is a library that extends StackExchange.Redis in order to make your life easier
Microsoft.NETFramework.ReferenceAssemblies.net472
MessagePack for CLI
LinqKit.Core
C# Async Streams features
FluentNHibernate
Microsoft Identity Web Certificateless
System.Runtime.WindowsRuntime
Microsoft Xml Document Transformation
Amazon.Lambda.Tools
FFImageLoading Plugin for Xamarin.iOS / Xamarin.Android / Xamarin.Mac / Windows
FluentMigrator.Runner.Core
Jaeger
FluentMigrator.Extensions.SqlServer
Elastic.Apm.AspNetCore
FluentMigrator.Runner.SqlServer
Cronos
FluentMigrator.Runner.SqlServerCe
ZXing.Net
FluentMigrator.Runner.Postgres
Microsoft.NET.Sdk.iOS.Manifest-6.0.400.Msi.x64
FluentMigrator.Runner.Oracle
FluentMigrator.Runner.SQLite
FluentMigrator.Runner.SqlAnywhere
Microsoft.NET.Sdk.MacCatalyst.Manifest-6.0.400.Msi.x64
FluentMigrator.Runner.Redshift
FluentMigrator.Runner.MySql
Microsoft.NET.Sdk.macOS.Manifest-6.0.400.Msi.x64
Google.Cloud.PubSub.V1
FluentMigrator.Runner.Hana
Microsoft.NET.Sdk.Android.Manifest-6.0.400.Msi.x64
Microsoft.NET.Sdk.Maui.Manifest-6.0.400.Msi.x64
FluentMigrator.Runner.Db2
FluentMigrator.Runner.Firebird
Microsoft.NET.Sdk.tvOS.Manifest-6.0.400.Msi.x64
FluentMigrator.Extensions.SqlAnywhere
DbUp MS Sql Server Support
AWSSDK - CognitoIdentity
Mono.TextTemplating
NuGet.Core
GraphQL.Primitives
PropertyChanged.Fody
Serilog.Extensions.Logging.File
GraphQL.Client.Abstractions
x86/x64 disassembler, assembler, instruction decoder
GraphQL.Client.Abstractions.Websocket
Permissions Plugin for Xamarin and Windows
MscrmTools.Xrm.Connection
Humanizer Locale (ko-KR)
NEST.JsonNetSerializer - Elasticsearch .NET custom Json.NET serializer
CorrelationId
AWS.Logger.Core
Azure.Messaging.EventHubs.Processor
Humanizer Locale (th-TH)
Humanizer Locale (ku)
Microsoft.NETCore.UniversalWindowsPlatform
Microsoft Orleans Core Library
User Agent Parser for .Net
Azure.ResourceManager.PrivateDns
Enums.NET
Destructurama.Attributed
Microsoft ASP.NET Web API 2.2 for OData v4.0
System.Management.Automation
LinqKit.Microsoft.EntityFrameworkCore
AWSSDK - KinesisFirehose
Google.Apis.Bigquery.v2 Client Library
Hyak.Common
Magick.NET-Q16-AnyCPU
FluentMigrator.Extensions.Oracle
sqlite-net-pcl
Microsoft Orleans Core Abstractions
AspNetCoreRateLimit
RestEase
Amazon.Lambda.AspNetCoreServer
FFImageLoading Plugin for Xamarin Forms
Elastic.Apm.EntityFrameworkCore
Microsoft.Azure.Common
Serilog.Sinks.Http
AspNetCore.HealthChecks.NpgSql
C# Redis client for the Redis NoSQL DB
Elastic.Apm.Extensions.Hosting
AWSSDK - StepFunctions
Confluent.SchemaRegistry
Serilog.Sinks.Literate
Microsoft.NETFramework.ReferenceAssemblies.net461
Auth0.Core
Microsoft.IdentityModel.LoggingExtensions
Microsoft Power BI API
LaunchDarkly.ServerSdk
Microsoft.NET.Workload.Emscripten.Manifest-6.0.400.Msi.x64
Roslynator.Analyzers
Microsoft Orleans Runtime Abstractions
Microsoft.Web.RedisSessionStateProvider
RhinoMocks
Media Plugin for .NET 6, .NET MAUI, Xamarin, and Windows
Microsoft Azure IoT Devices Shared
Acr.UserDialogs
MaxMind.Db
jquery.TypeScript.DefinitelyTyped
Magick.NET.Core
Crc32 for .NET
McMaster.Extensions.CommandLineUtils
ELMAH
Elastic.Apm.NetCoreAll
SixLabors.ImageSharp.Drawing
Text.Analyzers
Stateless
Google.Cloud.BigQuery.V2
MockHttp for HttpClient
Exceptionless
XunitXml.TestLogger
IPNetwork utility classes for .Net
Elastic.Apm.SqlClient
FirebaseAdmin
Hellang.Middleware.ProblemDetails
Microsoft.Owin.Security.ActiveDirectory
.NET and .NET Core fast, end-to-end typed, code-gen free Service Clients
DotNetty.Common
OneOf - Easy Discriminated Unions for c#
AWSSDK - ECS
AspNetCore.HealthChecks.MongoDb
NuGet.RuntimeModel
Prism.Plugin.Popups
Microsoft.Xaml.Behaviors.Wpf
DotNetty.Buffers
System.IO.Abstractions.TestingHelpers
DotNetty.Transport
DotNetty.Codecs
Extended WPF Toolkit
Microsoft.Azure.Management.ResourceManager
NBuilder
Microsoft.Azure.WebJobs.Extensions.DurableTask.Analyzers
AWSSDK - CloudFront
Examine
Mapster.Core
Scriban
prometheus-net.DotNetRuntime
MockQueryable.Core
MaxMind.GeoIP2
VaultSharp
Elastic.Apm.Elasticsearch
Glob
Moq.AutoMock
Serilog.Enrichers.CorrelationId
Hangfire.MemoryStorage
Sigil
Ical.Net
Audit.NET
MimeTypesMap
WireMock.Net
CouchbaseNetClient
Prism for Xamarin.Forms
dotnet-trace
Unity.Mvc
Ardalis.GuardClauses
DotNetty.Handlers
OBSOLETE: DbUp SqlServer Upgrade Shim
OpenTracing.Contrib.NetCore
